track_name	track_dur	annotator_name	S_f	S_o	S_u	lower_mean_seg_dur	lower_nsegs	lower_nsegs_per_label	lower_nunique_labels	upper_mean_seg_dur	upper_nsegs	upper_nsegs_per_label	upper_nunique_labels
293	906.762449	16	0.592951900087	0.500371212763	0.727569776266	6.21070169862	146	"{u""b'"": 16, u""d'"": 10, u""f'"": 1, u""j'"": 22, u""h'"": 2, u""m'"": 12, u""k'"": 9, u'Silence': 2, u""a'"": 2, u""n'"": 1, u""e'"": 3, u""c'"": 4, u""g'"": 1, u""i'"": 7, u'a': 5, u'c': 5, u'b': 8, u'e': 2, u'd': 4, u'g': 1, u'f': 1, u'i': 6, u'h': 1, u'k': 6, u'j': 7, u'm': 7, u'n': 1}"	27	60.4508299333	15	"{u'A': 1, u'C': 2, u'B': 3, u'E': 2, u'D': 1, u""A'"": 1, u""E'"": 2, u""B'"": 1, u'Silence': 2}"	9
818	397.300862	6	0.838026422491	0.746881554721	0.954508859702	9.4594363571	42	{u'a': 6, u'c': 1, u'b': 6, u'e': 3, u'd': 4, u'g': 3, u'f': 10, u'i': 1, u'h': 6, u'Silence': 2}	10	15.89185304	25	{u'A': 6, u'C': 1, u'B': 6, u'E': 4, u'D': 5, u'F': 1, u'Silence': 2}	7
818	397.300862	7	0.836192652677	0.718497485516	1.0	7.6404012115	52	{u'a': 6, u'c': 6, u'b': 6, u'e': 3, u'g': 3, u'f': 10, u'i': 1, u'h': 9, u'k': 1, u'j': 1, u'l': 1, u't': 4, u'Silence': 1}	13	17.2739505217	23	{u'A': 6, u'C': 4, u'B': 9, u'E': 1, u'D': 2, u'Silence': 1}	6
1482	574.641633	6	0.975065936297	0.951345038503	1.0	9.42035462287	61	"{u'a': 26, u'b': 31, u""a'"": 1, u'Silence': 2, u'z': 1}"	5	57.4641632999	10	{u'A': 6, u'Z': 1, u'B': 1, u'Silence': 2}	4
1482	574.641633	7	1.0	1.0	1.0	9.7396886949	59	{u'a': 2, u'c': 42, u'b': 13, u'z': 1, u'f': 1}	5	47.8868026667	12	{u'A': 1, u'C': 6, u'B': 3, u'Z': 1, u'F': 1}	5
325	254.113243	4	0.926269265214	0.880083891259	0.977570582473	7.9410388125	32	"{u'a': 1, u'c': 4, u'b': 2, u'e': 6, u'd': 6, u'g': 5, u'f': 6, u""g'"": 1, u'Silence': 1}"	9	16.9408829333	15	{u'A': 1, u'C': 3, u'B': 2, u'E': 2, u'D': 3, u'G': 3, u'Silence': 1}	7
325	254.113243	9	1.0	1.0	1.0	7.05840261108	36	"{u'a': 2, u'c': 6, u'b': 6, u'e': 6, u'd': 6, u""a'"": 4, u'f': 2, u""e'"": 2, u'Silence': 2}"	9	14.1168051667	18	"{u'A': 1, u'C': 3, u'B': 3, u'E': 2, u'D': 3, u""A'"": 2, u'F': 1, u""E'"": 1, u'Silence': 2}"	9
16	301.107347	3	0.745950720637	0.594833658384	1.0	11.5810517692	26	{u'c': 2, u'b': 1, u'e': 1, u'd': 2, u'g': 2, u'f': 1, u'i': 1, u'h': 2, u'k': 1, u'j': 2, u'm': 1, u'l': 1, u'o': 1, u'n': 2, u'q': 2, u'p': 2, u'Silence': 2}	17	16.728186	18	{u'C': 5, u'B': 1, u'I': 1, u'P': 3, u'W': 3, u'V': 3, u'Silence': 2}	7
16	301.107347	5	0.621261057756	0.578666382708	0.670624627026	11.5804780384	26	{u'a': 6, u'c': 3, u'b': 6, u'e': 1, u'd': 8, u'Silence': 2}	6	33.454714	9	"{u'A': 2, u'B': 1, u'Silence': 2, u""A'"": 1, u""B'"": 3}"	5
503	297.439547	7	0.828399626192	0.707066713797	1.0	10.2563836206	29	"{u'a': 3, u'c': 3, u'b': 3, u'e': 1, u'd': 1, u'g': 8, u'f': 1, u""d'"": 3, u""g'"": 1, u'h': 2, u'Silence': 3}"	11	33.0483472221	9	{u'A': 3, u'C': 1, u'B': 1, u'D': 1, u'Silence': 3}	5
503	297.439547	9	0.716272305827	0.655711667336	0.789157852642	11.89758176	25	"{u'a': 6, u'c': 6, u'b': 2, u'd': 1, u""d'"": 1, u""c'"": 3, u""c''"": 2, u""b'"": 1, u'Silence': 3}"	9	33.0488385556	9	"{u'A': 3, u'C': 1, u'B': 1, u'Silence': 3, u""B'"": 1}"	5
1197	379.663674	16	0.733523863123	0.661628124937	0.822949576889	7.59327347998	50	"{u'a': 21, u'c': 3, u'b': 6, u'e': 6, u'd': 3, u""a'"": 1, u'f': 3, u'g': 3, u'z': 2, u'Silence': 2}"	10	34.5148794545	11	{u'A': 1, u'C': 3, u'B': 3, u'Z': 2, u'Silence': 2}	5
671	245.369705	7	0.554611363137	0.416857259248	0.828345249223	9.43636846154	26	{u'a': 7, u'c': 8, u'b': 8, u'd': 1, u'z': 1, u'Silence': 1}	6	24.5345579	10	{u'A': 7, u'Z': 1, u'B': 1, u'Silence': 1}	4
671	245.369705	9	0.50689828342	0.339493470399	1.0	9.08776685185	27	"{u'a': 8, u'c': 6, u'b': 8, u""c'"": 1, u""c''"": 1, u'z': 1, u'Silence': 2}"	7	22.3063369091	11	{u'A': 8, u'Z': 1, u'Silence': 2}	3
1152	394.710204	16	0.563305796405	0.561982680417	0.564635157308	4.33747479121	91	{u'a': 44, u'b': 43, u'z': 2, u'Silence': 2}	4	23.2182473528	17	"{u'A': 6, u'Z': 2, u'Silence': 2, u""A'"": 7}"	4
189	787.435103	16	0.601378777559	0.494075196447	0.768221673672	6.90732542104	114	"{u""b'"": 17, u""d'"": 1, u""f'"": 4, u""j'"": 5, u""h'"": 9, u""m'"": 1, u""k'"": 1, u""o'"": 2, u'Silence': 2, u""a'"": 1, u""n'"": 9, u""e'"": 8, u""c'"": 5, u""g'"": 4, u""i'"": 1, u'a': 1, u'c': 3, u'b': 7, u'e': 2, u'd': 2, u'g': 1, u'f': 1, u'i': 1, u'h': 2, u'k': 1, u'j': 12, u'm': 6, u'o': 2, u'n': 3}"	29	52.4956734666	15	"{u'A': 1, u'C': 1, u'B': 2, u'E': 2, u'D': 4, u'F': 1, u""B'"": 2, u'Silence': 2}"	8
32	197.448209	3	0.596361183349	0.424867976202	1.0	5.6412874	35	"{u'c': 11, u'e': 21, u""e'"": 1, u'Silence': 2}"	4	16.4537545833	12	{u'B': 10, u'Silence': 2}	2
32	197.448209	7	0.0	0.0307330816929	0.0	5.983279	33	{u'a': 22, u'b': 11}	2	17.9498371818	11	{u'A': 11}	1
824	176.62644	2	0.674995552866	0.597010795892	0.776415058249	3.04528348274	58	"{u'a': 3, u'c': 3, u'b': 3, u'e': 6, u'd': 3, u'g': 14, u'f': 8, u'h': 14, u'n': 1, u""g'"": 1, u'Silence': 2}"	11	22.078305125	8	"{u'A': 1, u'C': 1, u'B': 1, u'D': 1, u""A'"": 1, u'N': 1, u'Silence': 2}"	7
824	176.62644	6	0.813358370119	0.77434497538	0.856511516254	5.88715719997	30	"{u'a': 6, u'c': 1, u'b': 4, u'e': 1, u'd': 1, u'f': 13, u""c'"": 1, u""f'"": 1, u'Silence': 2}"	9	22.0768395	8	"{u'A': 2, u'C': 1, u'B': 1, u'D': 1, u""A'"": 1, u'Silence': 2}"	6
507	540.673855	7	0.444192203852	0.285505834944	1.0	10.201109	53	"{u'a': 17, u'c': 16, u'b': 17, u""c'"": 1, u'Silence': 2}"	5	28.4557251053	19	{u'A': 17, u'Silence': 2}	2
507	540.673855	6	0.37263862715	0.228983330542	1.0	10.6014481568	51	"{u'a': 16, u'c': 16, u'b': 16, u""a'"": 1, u'Silence': 2}"	5	30.0374365	18	{u'A': 16, u'Silence': 2}	2
426	473.473832	6	0.931874844221	0.872439750322	1.0	24.9196753684	19	{u'a': 6, u'c': 2, u'b': 4, u'd': 5, u'Silence': 2}	5	52.6082035556	9	{u'A': 2, u'B': 5, u'Silence': 2}	3
426	473.473832	7	0.527907312044	0.35861010408	1.0	6.96278508821	68	"{u'a': 6, u'c': 2, u'b': 4, u'e': 13, u'd': 12, u'g': 9, u'f': 15, u'h': 2, u""f'"": 3, u'Silence': 2}"	10	52.6077095554	9	{u'A': 2, u'B': 5, u'Silence': 2}	3
904	173.636689	6	0.939070376374	0.885139179321	1.0	4.82251636108	36	"{u'a': 5, u'c': 14, u'b': 6, u'e': 2, u'd': 2, u""a'"": 4, u'f': 1, u'Silence': 2}"	8	11.5740392665	15	"{u'A': 3, u'C': 3, u'B': 2, u'D': 1, u""A'"": 4, u'Silence': 2}"	6
904	173.636689	4	0.772254752607	0.643937762725	0.964437477773	4.82324133333	36	"{u'a': 2, u""a'''"": 1, u'b': 2, u'e': 6, u'd': 4, u""a'"": 2, u'f': 1, u""a''"": 1, u""d'"": 4, u""c'"": 2, u'c': 2, u""c''"": 2, u'g': 1, u""b'"": 2, u""f'"": 1, u'Silence': 1, u""d''"": 2}"	17	17.363669	10	{u'A': 1, u'C': 2, u'B': 2, u'E': 1, u'D': 2, u'F': 1, u'Silence': 1}	7
790	180.508141	5	0.75168269875	0.685995007929	0.831282438023	6.68456122219	27	{u'a': 6, u'c': 2, u'b': 6, u'e': 2, u'd': 2, u'g': 1, u'f': 1, u'h': 2, u'j': 2, u'y': 1, u'x': 1, u'Silence': 1}	12	25.7833074286	7	"{u'A': 1, u'C': 1, u'B': 1, u'E': 1, u'D': 1, u""B'"": 1, u'Silence': 1}"	7
790	180.508141	7	0.918146422969	0.84867901023	1.0	6.22441872414	29	{u'a': 7, u'c': 3, u'b': 2, u'e': 2, u'd': 1, u'g': 1, u'f': 1, u'q': 2, u'p': 2, u's': 4, u'r': 1, u'z': 2, u'Silence': 1}	13	13.8852416923	13	{u'A': 3, u'C': 1, u'B': 1, u'E': 1, u'D': 2, u'G': 1, u'F': 1, u'Z': 2, u'Silence': 1}	9
618	200.534467	5	0.725922673255	0.606541184154	0.903814503359	4.66359225581	43	"{u'a': 2, u'c': 3, u'b': 3, u'e': 3, u'd': 3, u'g': 6, u'f': 6, u'h': 3, u'k': 3, u'j': 3, u'm': 3, u'o': 1, u'n': 1, u""n'"": 1, u'Silence': 2}"	15	15.4257281538	13	"{u'A': 1, u'C': 3, u'B': 3, u'E': 1, u'D': 2, u""D'"": 1, u'Silence': 2}"	7
618	200.534467	8	0.709168593547	0.549389013935	1.0	4.66316088372	43	"{u'a': 3, u'c': 3, u'b': 3, u'e': 6, u'd': 3, u'g': 4, u'f': 6, u'i': 3, u'h': 3, u'j': 3, u'm': 2, u""i'"": 1, u""h'"": 1, u'Silence': 2}"	14	15.4243013846	13	{u'A': 3, u'M': 1, u'E': 3, u'Silence': 2, u'G': 4}	5
1359	94.641633	16	0.901225883559	0.866943905663	0.938330745435	6.76011664286	14	"{u'a': 3, u'b': 2, u""a'"": 2, u""b'"": 3, u'z': 2, u'Silence': 2}"	6	10.515737	9	{u'A': 1, u'C': 2, u'B': 2, u'Z': 2, u'Silence': 2}	5
868	272.796735	16	0.664192083929	0.497221251602	1.0	4.01171666172	68	"{u'a': 12, u'c': 26, u'b': 26, u""a'"": 1, u'z': 1, u'Silence': 2}"	6	16.0468667647	17	{u'A': 1, u'Z': 1, u'B': 13, u'Silence': 2}	4
91	413.793016	4	0.681142065105	0.529132223255	0.955695638957	10.8889360263	38	"{u""b'"": 10, u""b'''"": 1, u""f'"": 1, u""e'''"": 2, u""a'''"": 1, u""e''''''"": 2, u""b''''"": 1, u""a'"": 1, u""e'"": 1, u""c'"": 1, u""c''"": 1, u""e'''''"": 1, u'Silence': 1, u'a': 1, u'c': 1, u'b': 1, u'e': 1, u'd': 1, u'g': 1, u""b''"": 1, u""a''"": 1, u'f': 1, u""e''''"": 1, u""b'''''"": 2, u""e''"": 2}"	25	59.1113671427	7	{u'A': 1, u'C': 1, u'B': 2, u'E': 1, u'D': 1, u'Silence': 1}	6
91	413.793016	8	0.695590168998	0.64899225124	0.749397204834	12.1703827353	34	{u'a': 2, u'c': 1, u'b': 1, u'e': 5, u'd': 6, u'k': 4, u'j': 2, u'm': 1, u'l': 2, u'o': 2, u'q': 1, u'p': 1, u'r': 1, u'u': 1, u'w': 1, u'v': 1, u'Silence': 2}	17	45.9770017778	9	{u'A': 1, u'E': 1, u'D': 1, u'F': 1, u'J': 1, u'O': 1, u'U': 1, u'Silence': 2}	8
1038	355.068004	7	0.918369662025	0.849060561434	1.0	9.59643256754	37	"{u'a': 2, u'c': 1, u'b': 2, u'e': 9, u'd': 12, u'g': 4, u'f': 1, u'h': 3, u'z': 2, u""h'"": 1}"	10	27.3129233846	13	{u'A': 1, u'C': 4, u'B': 4, u'E': 1, u'D': 1, u'Z': 2}	6
1038	355.068004	4	0.785901784335	0.647313186194	1.0	11.0955095625	32	"{u'a': 1, u'c': 2, u'b': 1, u'e': 1, u'd': 2, u'g': 4, u'f': 8, u'z': 2, u""g'"": 1, u""f'"": 5, u""f''"": 4, u'Silence': 1}"	12	35.5056304	10	{u'A': 1, u'C': 3, u'B': 3, u'Z': 2, u'Silence': 1}	5
374	90.930816	4	0.953714163191	1.0	0.911523533664	6.0620544	15	{u'a': 14, u'Silence': 1}	2	30.310272	3	{u'A': 1, u'B': 1, u'Silence': 1}	3
374	90.930816	5	0.0629173836111	0.0326344518988	0.873168914701	3.24698985714	28	{u'a': 14, u'b': 13, u'Silence': 1}	3	6.06104773333	15	{u'A': 13, u'Silence': 2}	2
813	159.966803	7	0.903769540865	0.824433889183	1.0	7.99834025	20	{u'a': 12, u'c': 4, u'b': 3, u'Silence': 1}	4	12.3051388462	13	{u'A': 9, u'B': 3, u'Silence': 1}	3
813	159.966803	8	1.0	1.0	1.0	4.10158897431	39	{u'a': 10, u'c': 4, u'b': 6, u'e': 2, u'g': 14, u'f': 2, u'Silence': 1}	7	8.41905121053	19	{u'A': 4, u'C': 2, u'B': 3, u'E': 1, u'G': 7, u'F': 1, u'Silence': 1}	7
160	94.194694	4	0.528632611143	0.359279820354	1.0	9.4194694	10	"{u'a': 1, u'c': 1, u'b': 1, u'e': 1, u'd': 1, u""a'"": 1, u'f': 1, u""a''"": 1, u""f'"": 1, u'Silence': 1}"	10	15.6991156667	6	{u'A': 1, u'C': 2, u'B': 2, u'Silence': 1}	4
160	94.194694	6	0.675870376776	0.540458282196	0.901822443928	8.56106790909	11	"{u'a': 2, u'c': 1, u'b': 1, u'e': 1, u'd': 1, u""a'"": 1, u""e'"": 1, u""b'"": 1, u'z': 1, u'Silence': 1}"	10	18.8343492	5	"{u'A': 1, u'Z': 1, u'B': 1, u'Silence': 1, u""A'"": 1}"	5
1132	232.097959	16	0.716364132253	0.585476635231	0.922623148022	5.95122969228	39	"{u'a': 5, u'c': 8, u'b': 5, u'e': 4, u'd': 4, u""a'"": 1, u'f': 2, u'h': 1, u'g': 2, u""f'"": 2, u'z': 2, u""h'"": 1, u'Silence': 2}"	13	19.3414965833	12	"{u'A': 2, u'C': 1, u'B': 4, u""A'"": 1, u'Z': 2, u'Silence': 2}"	6
460	178.263878	2	0.24505240278	0.139635168121	1.0	4.05145172727	44	"{u'a': 12, u'c': 6, u'b': 6, u'e': 6, u'd': 6, u'f': 5, u""f'"": 1, u'Silence': 2}"	8	22.282984625	8	{u'A': 6, u'Silence': 2}	2
460	178.263878	6	0.217025948425	0.121721316265	1.0	4.05135431818	44	{u'a': 12, u'c': 7, u'b': 6, u'e': 5, u'd': 7, u'f': 5, u'Silence': 2}	7	22.282449125	8	{u'A': 6, u'Silence': 2}	2
533	254.947823	7	0.649616679925	0.481060947857	1.0	9.44251196293	27	{u'c': 1, u'b': 1, u'e': 1, u'd': 1, u'g': 1, u'f': 1, u'i': 1, u'h': 1, u'k': 1, u'j': 1, u'm': 1, u'l': 1, u'o': 1, u'n': 4, u'q': 1, u'p': 1, u's': 1, u'r': 1, u't': 5, u'Silence': 1}	20	23.1770746363	11	{u'A': 1, u'C': 4, u'B': 3, u'D': 2, u'Silence': 1}	5
533	254.947823	8	0.858116687058	0.751492448775	1.0	4.90248046154	52	"{u'a': 6, u'c': 13, u'b': 2, u'e': 10, u'd': 3, u'f': 9, u'i': 1, u""b'"": 2, u'v': 4, u'Silence': 2}"	10	19.6099214615	13	{u'A': 2, u'C': 4, u'E': 2, u'I': 1, u'V': 2, u'Silence': 2}	6
662	256.843764	2	0.645306183391	0.570737080574	0.742289272376	4.58649578571	56	{u'a': 21, u'c': 12, u'b': 12, u'd': 8, u'z': 1, u'Silence': 2}	6	19.7572126923	13	{u'A': 6, u'C': 1, u'B': 2, u'N': 1, u'Z': 1, u'Silence': 2}	6
662	256.843764	4	0.806535939808	0.72984351639	0.901238676225	8.02612175	32	{u'a': 8, u'c': 6, u'b': 12, u'd': 4, u'z': 1, u'Silence': 1}	6	23.3487179091	11	{u'A': 1, u'C': 2, u'B': 6, u'Z': 1, u'Silence': 1}	5
1221	303.098775	16	0.78593031078	0.788166981786	0.783706298362	3.65179246986	83	{u'a': 37, u'c': 18, u'b': 6, u'd': 18, u'z': 2, u'Silence': 2}	6	17.8293397059	17	"{u'A': 5, u'C': 4, u'B': 3, u""C'"": 1, u'Z': 2, u'Silence': 2}"	6
502	353.843492	3	0.561638567019	0.446195746288	0.757667491931	7.07667027998	50	"{u'a': 12, u'c': 4, u'b': 10, u'e': 2, u'd': 4, u""a'"": 4, u'f': 2, u""d'"": 5, u""c'"": 5, u'Silence': 2}"	10	29.48612625	12	"{u'E': 2, u'I': 1, u'H': 5, u'O': 1, u""H''"": 1, u'Silence': 2}"	6
502	353.843492	6	0.829570920839	0.708775042938	1.0	7.22129577549	49	{u'a': 16, u'c': 4, u'b': 16, u'e': 2, u'd': 4, u'g': 3, u'f': 2, u'Silence': 2}	8	20.814323	17	{u'A': 8, u'C': 2, u'B': 4, u'D': 1, u'Silence': 2}	5
334	203.925828	3	0.831608854157	0.711755525635	1.0	9.71070619048	21	{u'c': 1, u'b': 1, u'e': 1, u'd': 2, u'g': 1, u'f': 1, u'i': 1, u'h': 2, u'k': 1, u'j': 1, u'm': 1, u'l': 2, u'o': 1, u'n': 1, u'q': 1, u'p': 1, u'Silence': 2}	17	13.5949886	15	"{u'C': 3, u""V'"": 1, u'I': 1, u""C'"": 1, u'O': 1, u'P': 1, u'W': 3, u'V': 2, u'Silence': 2}"	9
334	203.925828	6	0.560360877797	0.389237045003	1.0	5.8264521714	35	{u'Silence': 2, u'c': 2, u'b': 2, u'e': 2, u'd': 2, u'g': 2, u'f': 1, u'i': 2, u'h': 2, u'k': 1, u'j': 2, u'm': 1, u'l': 2, u'o': 1, u'n': 1, u'q': 2, u'p': 1, u's': 2, u'r': 1, u'u': 1, u't': 2, u'v': 1}	22	12.7453642499	16	{u'A': 7, u'C': 4, u'B': 3, u'Silence': 2}	4
1519	306.416327	16	0.44534339407	0.309954863295	0.790738677018	4.44081631881	69	"{u'a': 7, u'c': 12, u'b': 4, u'e': 2, u'd': 2, u'g': 4, u'f': 2, u'i': 2, u""d'"": 2, u""e'"": 1, u'j': 2, u""c'"": 3, u""g'"": 5, u""b'"": 5, u""i'"": 6, u'h': 4, u""k'"": 1, u""j'"": 2, u'k': 1, u'Silence': 2}"	20	38.3020408749	8	{u'A': 2, u'C': 2, u'B': 2, u'Silence': 2}	4
1368	415.634286	16	0.449481451291	0.325939851265	0.723839837959	4.88981515294	85	"{u'a': 18, u'c': 29, u'b': 15, u""a'"": 3, u""c'"": 1, u""b'"": 15, u'z': 2, u'Silence': 2}"	8	20.7817143	20	"{u'A': 13, u'Z': 2, u'Silence': 2, u""A'"": 3}"	4
784	201.619456	16	0.851622697261	0.741587886864	1.0	9.60092642857	21	"{u'a': 1, u'c': 4, u'b': 1, u'e': 6, u'd': 4, u'g': 1, u'f': 1, u""e'"": 1, u'Silence': 2}"	9	14.4013896429	14	{u'A': 1, u'C': 4, u'B': 1, u'E': 1, u'D': 5, u'Silence': 2}	6
346	230.431746	4	0.630084580083	0.459944147589	1.0	5.90724110256	39	"{u'a': 2, u'c': 7, u'b': 2, u'e': 8, u'd': 3, u'g': 6, u'f': 4, u""d'"": 1, u""c'"": 1, u""d'''"": 1, u'Silence': 1, u""d''"": 3}"	12	20.9438547272	11	{u'A': 1, u'C': 7, u'B': 2, u'Silence': 1}	4
346	230.431746	6	0.962808472476	0.928284166352	1.0	5.90850633333	39	"{u'a': 2, u'c': 26, u'b': 2, u'd': 6, u""d'"": 2, u'Silence': 1}"	6	19.2026455833	12	{u'A': 1, u'C': 7, u'B': 1, u'D': 2, u'Silence': 1}	5
1437	223.503673	2	0.901227263653	0.820212618898	1.0	3.23918362317	69	"{u'a': 10, u'c': 20, u'b': 10, u'e': 6, u'd': 8, u'g': 3, u'f': 4, u""d'"": 1, u""e'"": 2, u""g'"": 1, u'h': 1, u'z': 1, u'Silence': 2}"	13	15.964548	14	"{u'A': 2, u'C': 2, u'B': 5, u'E': 1, u'D': 1, u""C'"": 1, u'Silence': 2}"	7
1437	223.503673	4	0.979155822362	0.959162861298	1.0	10.6430308571	21	"{u'a': 1, u'c': 4, u'b': 7, u'e': 1, u'd': 2, u'g': 1, u'f': 1, u""b'"": 2, u'z': 1, u'Silence': 1}"	10	20.3185136364	11	{u'A': 1, u'C': 2, u'B': 2, u'E': 1, u'D': 2, u'F': 1, u'Z': 1, u'Silence': 1}	8
1535	222.746122	16	0.575824853847	0.404321656225	1.0	2.39511960215	93	{u'a': 3, u'c': 16, u'b': 16, u'e': 8, u'd': 16, u'g': 6, u'f': 8, u'i': 6, u'h': 6, u'k': 3, u'j': 3, u'Silence': 2}	12	13.921632625	16	{u'A': 3, u'C': 3, u'B': 8, u'Silence': 2}	4
389	477.346145	4	0.789634202505	0.669557623853	0.962190788853	15.3979189032	31	"{u'a': 1, u'c': 4, u'b': 1, u'e': 4, u'd': 2, u'g': 3, u'f': 9, u'i': 1, u'h': 1, u'k': 1, u'j': 1, u""f'"": 1, u'z': 1, u'Silence': 1}"	14	39.77795725	12	{u'A': 1, u'C': 3, u'B': 4, u'E': 1, u'D': 1, u'Z': 1, u'Silence': 1}	7
389	477.346145	8	0.777301982505	0.63572686909	1.0	5.42438802272	88	"{u'a': 26, u'c': 13, u'b': 13, u'e': 5, u'd': 10, u'g': 5, u'f': 5, u'i': 1, u'h': 6, u""i'"": 1, u'z': 1, u'Silence': 2}"	12	17.0480766071	28	{u'A': 13, u'D': 5, u'G': 5, u'I': 2, u'Z': 1, u'Silence': 2}	6
269	546.037551	16	0.682283489851	0.550923007264	0.895899061351	11.8703815435	46	"{u'a': 5, u'c': 2, u'b': 2, u'e': 4, u'd': 2, u""a'"": 1, u'f': 3, u'i': 3, u'h': 2, u""e'"": 2, u'j': 1, u'l': 1, u""g'"": 3, u'g': 3, u""i'"": 1, u""f'"": 1, u'k': 2, u""j'"": 3, u""k'"": 1, u""h'"": 2, u'Silence': 2}"	21	45.5031294167	12	"{u'A': 2, u'C': 1, u'B': 2, u'D': 1, u""A'"": 3, u""C'"": 1, u'Silence': 2}"	7
1452	286.275919	16	0.89853696737	0.866213675301	0.933366092894	5.30140592591	54	{u'a': 26, u'c': 8, u'b': 12, u'd': 4, u'z': 2, u'Silence': 2}	6	19.0850612666	15	{u'A': 7, u'C': 2, u'B': 2, u'Z': 2, u'Silence': 2}	5
794	89.200522	4	0.373809291918	0.229868053027	1.0	17.8377185998	5	{u'a': 2, u'c': 1, u'b': 1, u'Silence': 1}	4	44.5942969995	2	{u'A': 1, u'Silence': 1}	2
